characters_araber;Araber_verkleidet
spokentexts_arzt_top_a01_arzt_was_neues_zum_raub_tseq_st_6;Il semble que le Corbeau a enfin trouvé un digne successeur. Nous pouvons nous attendre à de nouveaux et spectaculaires coups !
spokentexts_arzt_top_a01_arzt_was_neues_zum_raub_tseq_st_7;Je crains que je ne vais pas jouir de ses exploits, cette fois ci, si le nouveau Corbeau est aussi téméraire.
spokentexts_arzt_top_a01_arzt_was_neues_zum_raub_tseq_st_8_direction;(bored, slightly snapped)
spokentexts_arzt_top_a01_arzt_was_neues_zum_raub_tseq_st_8;C'est votre droit.
texts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_title;Contrôleur
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_1;Il y a autre chose...
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_2;Vous savez où se trouve le contrôleur ?
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_3;J'aimerai bien le savoir !
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_4;Je luis ai demandé de rechercher ma valise à Zurich. Plus de nouvelles depuis.
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_7_direction;is getting more in
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_7;Il est probablement de connivence avec les voleurs et n'a sûrement même pas pris la peine de revenir dans le train.
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_8_direction;is getting more in
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_8;Si nous ne prenons pas de mesures énergiques contre des vermines comme eux, la racaille va régner sur le monde un jour !
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_9_direction;soothingly
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_9;Oui... À l'heure actuelle, nous ne savons toujours pas ce qui s'est réellement passé.
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_10_direction;bossy
spokentexts_arzt_top_a01_arzt_wo_ist_der_schaffner_tseq_st_10;Il ne fait pas son travail. C'est bien assez.
texts_arzt_top_a01_arzt_zeitung_tseq_title;Journal
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_1;Puis-je vous emprunter votre journal ?
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_2;Votre journal a attiré mon attention.
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_3;Puis-je vous l'emprunter une seconde ?
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_4;Vous pouvez prendre la partie avec l'article sur le cambriolage.
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_5;Vous êtes intéressé par cette partie, n'est-ce pas ?
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_6_direction;Ohi with blinking eye
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_6;Vous m'avez pris sur le fait.
sequences_arzt_top_a01_arzt_zeitung_tseq#8;[The doctor takes the newspaper, then he gives Ohi a part of it. The rest he lays down again.]
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_8;Voilà.
sequences_arzt_top_a01_arzt_zeitung_tseq#11;[The doctor gives Ohi a part of the newspaper. The rest he lays down again.]
spokentexts_arzt_top_a01_arzt_zeitung_tseq_st_9;Dankeschön.
spokentexts_arzt_ex_1_st_1;I made the acquaintance of Dr. Gebhardt on the platform in Zurich.
spokentexts_arzt_talk_mit_1_st_1;Bonjour, Dr. Gebhardt !
sequences_arzt_talk_mit_1#2;[The doctor lowers the newspaper and goes into his talk-status-Idle.]
spokentexts_arzt_talk_mit_1_st_2;Ah ! Mr...
spokentexts_arzt_talk_mit_1_st_3;Zellner.
spokentexts_arzt_talk_mit_1_st_4;C'est ça ! Oui. Comment puis-je vous aider ?
sequences_arzt_talk_mit_2#2;[The doctor lowers the newspaper and goes into his talk-status-Idle.]
spokentexts_arzt_talk_mit_2_st_2;Ah ! Mr. Zellner.
sequences_arzt_talk_mit_2#4;[Dialogue between Ohi and Doctor starts.]
spokentexts_arzt_talk_mit_3_st_1;Je ferais mieux de le laisser lire son journal si je n'ai pas d'autres questions.
texts_baronin_top_a01_baronin_einbruch_im_museum_tseq_title;Cambriolage au musée
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_1;Avez-vous entendu parler du cambriolage au British Museum ?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_2;Entendu parler ?!
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_3;Je suis directement touchées!
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_4_direction;irritated
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_4;Comment cela ?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_5;"Je suis responsable des ""Amis du British Museum"" et pour votre information, j'ai financée cette exposition."
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_6;Exposition ? Quelle exposition ?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_7;L'exposition au Caire ! Où pensez-vous que nous allons ?
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_9;Les Yeux du Sphinx devaient être exposés ensemble pour la première fois depuis des décennies.
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_10;Maintenant que l'un d'eux a disparu, l'exposition sera plutôt sensationnel que nous l'avions espéré.
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_11;D'autre part, il y a une chance que tout ce tapage va générer plus d'attention et que l'exposition sera un grand succès !
spokentexts_baronin_top_a01_baronin_einbruch_im_museum_tseq_st_12;Peut-être. Mais nous voulions leur montrer les deux ensemble. C'était le but.
texts_baronin_top_a01_baronin_mitreisende_tseq_title;Compagnons de voyage
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_1;Pouvez-vous me parler de vos compagnons de voyage, Baronne ?
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_2;Non, pas vraiment. Je m'occupe pas de ceux qui ne sont pas ici avec moi.
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_3;Non, non, non - attendez une minute....
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_4;Lucien est ici. Le professeur.
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_5;Pauvre garçon. L'oeil du Sphinx qui a été volé appartenait à sa collection.
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_6_direction;surprised
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_6;Le professeur Lucien est un égyptologue ?
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_7_direction;laughing
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_7;Mais bien sûr !
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_8;En tant que directeur du département égyptien du British Museum, c'est normal !
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_10;Le cambriolage l'a vraiment bouleversé.
spokentexts_baronin_top_a01_baronin_mitreisende_tseq_st_11;Le directeur Thomas m'a dit qu'il était à bout de nerfs.
texts_baronin_top_a01_baronin_verabschiedung_tseq_title;Dire au revoir
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_1;Je dois prendre congé à présent, Baronne. J'espère que votre voyage sera plus supportable.
sequences_baronin_top_a01_baronin_verabschiedung_tseq#1;[Ohi taps his head.]
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_2_direction;sarcastic laugh
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_2;Ha !
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_3;Oui, en effet, Inspecteur.
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_4;Officier.
sequences_baronin_top_a01_baronin_verabschiedung_tseq#5;[Ohi makes a little bow in the direction of Butler.]
spokentexts_baronin_top_a01_baronin_verabschiedung_tseq_st_5;James.
sequences_baronin_top_a01_baronin_verabschiedung_tseq#7;[Ohi leaves the wagon.]
texts_baronin_top_a01_baronin_zweck_der_reise_tseq_title;But du voyage
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_1;Puis-je vous demander où ce magnifique train vous emmène ?
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_2;Pour l'asile, je le crains.
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_3;On est proche la folie, avec toute cette agitation et ces cliquetis !
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_4;Avez-vous déjà essayé de voler, Baronne ?
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_7_direction;contemptuous snort
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_7;Pfff !
sequences_baronin_top_a01_baronin_zweck_der_reise_tseq#7;[The Baroness makes a dismiss gesture.]
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_8;Savez-vous combien de bagages est autorisé sur un avion ?
spokentexts_baronin_top_a01_baronin_zweck_der_reise_tseq_st_9;Cela défie la raison - et le bon goût.
texts_butler_mo_ex_1;Regarder le majordome
texts_butler_mo_talk_mit_1-2;Parler au majordome
texts_butler_top_a01_butler_andere_mitreisende_tseq_title;Autres passagers
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_1;Puis-je vous poser quelques questions au sujet de vos compagnons de voyage...
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_2_direction;loud on the background
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_2;Je pensais qu'il était à la recherche pour mon sac !
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_3_direction;quietly, to Butler
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_3;James ! Dites-lui de chercher mon sac.
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_4;La baronne souhaiterait que vous recherchiez son sac à main.
sequences_butler_top_a01_butler_andere_mitreisende_tseq#4;[Ohi looks past the butler, tries to talk directly with the Baroness.]
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_5_direction;loud
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_5;Mais nous pourrions peut-être...
sequences_butler_top_a01_butler_andere_mitreisende_tseq#6;[The butler shook his head as if to announce to Ohi, that there is no point.]
sequences_butler_top_a01_butler_andere_mitreisende_tseq#7;[Ohi looks back to Butler.]
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_6_direction;fits to his fate
spokentexts_butler_top_a01_butler_andere_mitreisende_tseq_st_6;Très bien. D'abord le sac.
texts_butler_top_a01_butler_beruf_des_butlers_tseq_title;Carrière du majordome
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_1;"Être ""majordome"" n'est-il pas un choix étrange de carrière ?"
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_2;Majordome ... beaucoup diraient que c'est un travail étrange.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_3;C'est vrai que je suis une race en voix d'extinction, monsieur.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_4;La guerre a détruit toute une génération de maîtres d'hôtel.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_5;Vous avez été à la guerre aussi ?
sequences_butler_top_a01_butler_beruf_des_butlers_tseq#5;[Ohi points to the arm of the butler.]
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_6;En effet, Monsieur. J'étais groom pour un officier de cavalerie.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_7;Quand vous autres britannique parlez de la guerre, on n'est jamais sûr de quelle guerre il s'agit. Il semble que la situation n'a pas beaucoup changé depuis la guerre de Trente Ans, non ?
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_8_direction;slightly angry
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_8;Des éclats d'une bombe larguée par un Fokker ne m'aurait pas blessé à la guerre de Trente Ans, monsieur.
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_9_direction;apologetically
spokentexts_butler_top_a01_butler_beruf_des_butlers_tseq_st_9;Non. Bien sûr.
texts_butler_top_a01_butler_die_baronin_tseq_title;La baronne
spokentexts_butler_top_a01_butler_die_baronin_tseq_st_15;Que pouvez-vous me dire sur la baronne ?
spokentexts_butler_top_a01_butler_die_baronin_tseq_st_10;Rien, monsieur.
spokentexts_butler_top_a01_butler_die_baronin_tseq_st_11;Un majordome ne fait pas de commérages.
texts_butler_top_a01_butler_gestohlene_brieftasche_tseq_title;Sac à main perdu
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_1;Vous avez perdu un sac à main ? A t-il été volé ?
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_2;À tout le moins, je ne le trouve plus, monsieur.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_3_direction;loud on the background
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_3;Il a été volé !
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#3;[Ohi looks past the butler, tries to talk directly with the Baroness.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_4_direction;laut
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_4;Quand avez-vous...
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#5;[Ohi is clear that this will not work. He looks back to Butler.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_5_direction;quietly, to Butler
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_5;À quand remonte la dernière fois que la baronne a vu son sac à main ?
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_6_direction;loud from behind, did not understand
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_6;Quoi ?!
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_7;A Zurich, sur le quai, monsieur.
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#9;[Ohi looks past the butler, tries to talk directly with the Baroness.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_8_direction;loud
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_8;J'ai demandé où vous aviez vu votre sac à main...
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_9_direction;loud from behind
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_9;A Zurich, sur le quai.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_10_direction;quietly, to Butler
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_10;James, dites-lui que je l'avais encore quand je suis sorti pour me dégourdir les jambes.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_11;Laa boranne dit...
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_12_direction;loud
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_12;Peut-être que vous avez perdu à ce moment ?
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_14;La baronne ne perd jamais rien, monsieur.
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_15_direction;loud from behind
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_15;Je ne perds jamais rien.
sequences_butler_top_a01_butler_gestohlene_brieftasche_tseq#18;[Ohi looks back to the Butler.]
spokentexts_butler_top_a01_butler_gestohlene_brieftasche_tseq_st_16;Très bien. Je serai à l'affût de votre sac à main.
texts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_title;James est son vrai nom ?
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_1;Pardonnerez une question plutôt étrange...
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_2;"Vous vous appelez vraiment ""James"" ?"
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_3;Ce serait une heureuse coïncidence pour votre métier.
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_4;Mon nom, monsieur, est Clive Alfred Pouces.
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_5_direction;irritated
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_5;"Votre deuxième prénom est ""Alfred"" et la baronne vous appelle ""James""?"
spokentexts_butler_top_a01_butler_heisst_er_wirklich_james_tseq_st_6;"Madame considère ""James"" comme le seul prénom digne d'un majordome. Monsieur."
texts_butler_top_a01_butler_verabschieden_tseq_title;Dire au revoir
spokentexts_butler_top_a01_butler_verabschieden_tseq_st_1;I, Euhh, je jetterai un coup d'oeil.
spokentexts_butler_top_a01_butler_verabschieden_tseq_st_2;Merci, monsieur.
sequences_butler_top_a01_butler_verabschieden_tseq#2;[Ohi takes a step back.]
sequences_butler_top_a01_butler_verabschieden_tseq#3;[The Butler closes the door.]
texts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_title;Cambriolage à Londres
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_1;Quand vous et la baronne êtes-vous montés dans le train ?
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_2;A Paris, monsieur.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_3;La baronne y était au nom d'un organisme de bienfaisance qu'elle a soutenu pendant de nombreuses années.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_4;Donc vous n'étiez pas à Londres quand ils ont fait irruption dans le British Museum ?
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_5_direction;considered
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_5;Nous y étions, en fait. Nous sommes partis pour Douvres très tôt le matin après le cambriolage.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_6;Mais nous étions à Paris quand nous en avons entendu parlé la première fois. Le journal du matin à Londres n'avais pas mentionné l'événement, monsieur.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_7_direction;impressed
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_7;Et deux jours plus tard, vous êtes sur un train en partance pour la Suisse ! La baronne est très occupée.
spokentexts_butler_top_a01_butler_wo_sind_sie_eingestiegen_tseq_st_8;En effet, monsieur. nous sommes pratiquement toujours sur la brèche.
spokentexts_butler_ex_1_st_1;Le maître d'hôtel, ce James, semble avoir échappé à la baronne.
sequences_butler_ex_1#2;[The butler is the whole time at the poster and studied it (idle).]
spokentexts_butler_talk_mit_1_st_1;Bonne journée à vous, monsieur.
sequences_butler_talk_mit_1#2;[The butler turns around, goes into his talk-status Idle.]
spokentexts_butler_talk_mit_1_st_2;Puis-je vous être utile, monsieur ?
spokentexts_butler_talk_mit_1_st_3;Je voulais vous poser quelques questions.
spokentexts_butler_talk_mit_2_st_1;Bonjour.
sequences_butler_talk_mit_2#2;[The butler turns around.]
spokentexts_butler_talk_mit_2_st_2;Oui, monsieur ?
sequences_butler_talk_mit_2#4;[Dialogue between Ohi and the professor will start.]
spokentexts_butler_talk_mit_3_st_1;Je ne crois pas qu'il puisse me dire quelque chose de plus intéressant.
texts_ermittler_top_a01__der_erbe_des_raben_tseq_title;Héritier du Corbeau
spokentexts_ermittler_top_a01__der_erbe_des_raben_tseq_st_1;"Qu'est-ce que vous savez sur ""l'Héritier du Corbeau""?"
